"C_CND_000096","Nissan","Quest","Overhead Camshaft","Manual","Black","SUV","Enterprise Rent A Car"
"C_CND_000097","Chrysler","LHS","Double Overhead Camshaft","Auto","Black","Hatchback","Gartner Buick Hyundai Saab"
"C_CND_000098","Honda","Accord","Overhead Camshaft","Manual","Black","Sedan","Hatfield Volkswagen"
"C_CND_000099","Nissan","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","Iceberg Rentals"
"C_CND_000100","Dodge","Durango","Double Overhead Camshaft","Auto","Pale White","SUV","McKinney Dodge Chrysler Jeep"
"C_CND_000101","Lexus","ES300","Double Overhead Camshaft","Auto","Black","SUV","Race Car Help"
"C_CND_000102","BMW","328i","Double Overhead Camshaft","Auto","Black","Sedan","Ryder Truck Rental and Leasing"
"C_CND_000103","Toyota","Land Cruiser","Double Overhead Camshaft","Auto","Pale White","SUV","Gartner Buick Hyundai Saab"
"C_CND_000104","Mercedes-B","SL-Class","Overhead Camshaft","Manual","Black","Hardtop","Buddy Storbeck's Diesel Service Inc"
"C_CND_000105","Ford","Explorer","Double Overhead Camshaft","Auto","Pale White","Hatchback","Ryder Truck Rental and Leasing"
"C_CND_000106","Nissan","Pathfinder","Double Overhead Camshaft","Auto","Pale White","Hatchback","Saab-Belle Dodge"
"C_CND_000107","Volvo","C70","Double Overhead Camshaft","Auto","Black","Hatchback","Chrysler Plymouth"
"C_CND_000108","Chevrolet","Prizm","Overhead Camshaft","Manual","Pale White","Hardtop","Chrysler of Tri-Cities"
"C_CND_000109","Mercury","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","Motor Vehicle Branch Office"
"C_CND_000110","Chevrolet","Camaro","Double Overhead Camshaft","Auto","Pale White","Sedan","Nebo Chevrolet"
"C_CND_000111","Subaru","Outback","Double Overhead Camshaft","Auto","Pale White","SUV","Saab-Belle Dodge"
"C_CND_000112","Buick","Park Avenue","Double Overhead Camshaft","Auto","Pale White","Hatchback","Scrivener Performance Engineering"
"C_CND_000113","Ford","Taurus","Overhead Camshaft","Manual","Black","SUV","Star Enterprises Inc"
"C_CND_000114","Chevrolet","Cavalier","Overhead Camshaft","Manual","Pale White","SUV","Suburban Ford"
"C_CND_000115","Audi","A4","Double Overhead Camshaft","Auto","Black","Hardtop","McKinney Dodge Chrysler Jeep"
"C_CND_000116","Ford","Focus","Overhead Camshaft","Manual","Black","Hardtop","U-Haul CO"
"C_CND_000117","Mitsubishi","Diamante","Overhead Camshaft","Manual","Black","Hatchback","Motor Vehicle Branch Office"
"C_CND_000118","Lexus","GS400","Double Overhead Camshaft","Auto","Black","Hatchback","Nebo Chevrolet"
"C_CND_000119","Mercedes-B","M-Class","Overhead Camshaft","Manual","Pale White","Hatchback","Scrivener Performance Engineering"
"C_CND_000120","Chrysler","Concorde","Double Overhead Camshaft","Auto","Pale White","Hatchback","Star Enterprises Inc"
"C_CND_000121","Chrysler","Sebring Coupe","Double Overhead Camshaft","Auto","Pale White","Sedan","Suburban Ford"
"C_CND_000122","Chevrolet","Monte Carlo","Overhead Camshaft","Manual","Pale White","Hatchback","Tri-State Mack Inc"
"C_CND_000123","Cadillac","Eldorado","Double Overhead Camshaft","Auto","Pale White","Passenger","Clay Johnson Auto Sales"
"C_CND_000124","Saturn","LW","Overhead Camshaft","Manual","Pale White","Hatchback","Diehl Motor CO Inc"
"C_CND_000125","Hyundai","Sonata","Overhead Camshaft","Manual","Black","SUV","Enterprise Rent A Car"
"C_CND_000126","Mercury","Sable","Double Overhead Camshaft","Auto","Pale White","Sedan","Gartner Buick Hyundai Saab"
"C_CND_000127","Mercedes-B","SL-Class","Overhead Camshaft","Manual","Pale White","Hardtop","Suburban Ford"
"C_CND_000128","Volvo","C70","Overhead Camshaft","Manual","Pale White","Hatchback","Pars Auto Sales"
"C_CND_000129","Chevrolet","Metro","Double Overhead Camshaft","Auto","Pale White","Passenger","Pitre Buick-Pontiac-Gmc of Scottsdale"
"C_CND_000130","Jaguar","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","Progressive Shippers Cooperative Association No"
"C_CND_000131","Acura","TL","Double Overhead Camshaft","Auto","Black","Hatchback","Tri-State Mack Inc"
"C_CND_000132","BMW","323i","Double Overhead Camshaft","Auto","Pale White","Hatchback","New Castle Ford Lincoln Mercury"
"C_CND_000133","Plymouth","Voyager","Overhead Camshaft","Manual","Pale White","Passenger","U-Haul CO"
"C_CND_000134","Nissan","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","Hatfield Volkswagen"
"C_CND_000135","Chrysler","Cirrus","Double Overhead Camshaft","Auto","Pale White","Passenger","Rabun Used Car Sales"
"C_CND_000136","Mercury","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","U-Haul CO"
"C_CND_000137","Lexus","ES300","Double Overhead Camshaft","Auto","Pale White","SUV","Buddy Storbeck's Diesel Service Inc"
"C_CND_000138","Dodge","Intrepid","Overhead Camshaft","Manual","Black","Sedan","C & M Motors Inc"
"C_CND_000139","Nissan","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","Capitol KIA"
"C_CND_000140","Dodge","Avenger","Double Overhead Camshaft","Auto","Pale White","Passenger","Chrysler of Tri-Cities"
"C_CND_000141","Chevrolet","Corvette","Overhead Camshaft","Manual","Pale White","SUV","Chrysler Plymouth"
"C_CND_000142","Acura","RL","Overhead Camshaft","Manual","Black","SUV","Pars Auto Sales"
"C_CND_000143","Honda","Odyssey","Overhead Camshaft","Manual","Pale White","Passenger","Pitre Buick-Pontiac-Gmc of Scottsdale"
"C_CND_000144","Oldsmobile","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","Progressive Shippers Cooperative Association No"
"C_CND_000145","Acura","RL","Overhead Camshaft","Manual","Pale White","SUV","Rabun Used Car Sales"
"C_CND_000146","Ford","Taurus","Overhead Camshaft","Manual","Black","SUV","Race Car Help"
"C_CND_000147","Oldsmobile","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","Ryder Truck Rental and Leasing"
"C_CND_000148","Saab","5-Sep","Overhead Camshaft","Manual","Pale White","Hatchback","Progressive Shippers Cooperative Association No"
"C_CND_000149","Honda","Civic","Overhead Camshaft","Manual","Black","Hatchback","Rabun Used Car Sales"
"C_CND_000150","BMW","528i","Overhead Camshaft","Manual","Pale White","SUV","Race Car Help"
"C_CND_000151","Oldsmobile","Silhouette","Double Overhead Camshaft","Auto","Pale White","Sedan","Ryder Truck Rental and Leasing"
"C_CND_000152","Lexus","LS400","Double Overhead Camshaft","Auto","Black","Sedan","Saab-Belle Dodge"
"C_CND_000153","Cadillac","Eldorado","Double Overhead Camshaft","Auto","Black","Passenger","Scrivener Performance Engineering"
"C_CND_000154","Volkswagen","Jetta","Double Overhead Camshaft","Auto","Pale White","Passenger","Iceberg Rentals"
"C_CND_000155","Pontiac","Bonneville","Double Overhead Camshaft","Auto","Pale White","Hatchback","McKinney Dodge Chrysler Jeep"
"C_CND_000156","Chevrolet","Monte Carlo","Overhead Camshaft","Manual","Black","Hatchback","Motor Vehicle Branch Office"
"C_CND_000157","Oldsmobile","Aurora","Overhead Camshaft","Manual","Pale White","Passenger","Nebo Chevrolet"
"C_CND_000158","Ford","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","New Castle Ford Lincoln Mercury"
"C_CND_000159","Mitsubishi","Diamante","Double Overhead Camshaft","Auto","Black","Hatchback","Pars Auto Sales"
"C_CND_000160","Ford","Expedition","Overhead Camshaft","Manual","Pale White","SUV","Race Car Help"
"C_CND_000161","Mercedes-B","M-Class","Overhead Camshaft","Manual","Pale White","Hardtop","Diehl Motor CO Inc"
"C_CND_000162","Ford","Focus","Overhead Camshaft","Manual","Black","Hardtop","Gartner Buick Hyundai Saab"
"C_CND_000163","Volkswagen","Jetta","Double Overhead Camshaft","Auto","Pale White","Passenger","Scrivener Performance Engineering"
"C_CND_000164","BMW","528i","Overhead Camshaft","Manual","Black","SUV","Star Enterprises Inc"
"C_CND_000165","Subaru","Forester","Double Overhead Camshaft","Auto","Black","Hardtop","Rabun Used Car Sales"
"C_CND_000166","Plymouth","Breeze","Overhead Camshaft","Manual","Pale White","SUV","Classic Chevy"
"C_CND_000167","Volkswagen","Beetle","Double Overhead Camshaft","Auto","Pale White","SUV","Clay Johnson Auto Sales"
"C_CND_000168","Dodge","Intrepid","Overhead Camshaft","Manual","Black","Sedan","Diehl Motor CO Inc"
"C_CND_000169","Hyundai","Elantra","Overhead Camshaft","Manual","Pale White","Sedan","Enterprise Rent A Car"
"C_CND_000170","Saturn","SW","Overhead Camshaft","Manual","Black","Passenger","Saab-Belle Dodge"
"C_CND_000171","Lincoln","Continental","Overhead Camshaft","Manual","Pale White","Passenger","Scrivener Performance Engineering"
"C_CND_000172","Chevrolet","Camaro","Double Overhead Camshaft","Auto","Pale White","Sedan","Star Enterprises Inc"
"C_CND_000173","Nissan","Pathfinder","Overhead Camshaft","Manual","Pale White","Hardtop","Nebo Chevrolet"
"C_CND_000174","Toyota","RAV4","Double Overhead Camshaft","Auto","Pale White","Hatchback","Star Enterprises Inc"
"C_CND_000175","Mercury","Villager","Double Overhead Camshaft","Auto","Pale White","Passenger","Suburban Ford"
"C_CND_000176","Jaguar","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","Tri-State Mack Inc"
"C_CND_000177","Mercedes-B","SLK","Overhead Camshaft","Manual","Pale White","Passenger","U-Haul CO"
"C_CND_000178","Volkswagen","Jetta","Double Overhead Camshaft","Auto","Pale White","Passenger","Pitre Buick-Pontiac-Gmc of Scottsdale"
"C_CND_000179","Buick","Regal","Double Overhead Camshaft","Auto","Pale White","Passenger","Progressive Shippers Cooperative Association No"
"C_CND_000180","Mercedes-B","C-Class","Double Overhead Camshaft","Auto","Black","Hatchback","Rabun Used Car Sales"
"C_CND_000181","Toyota","Sienna","Overhead Camshaft","Manual","Black","Passenger","Race Car Help"
"C_CND_000182","Volvo","S70","Overhead Camshaft","Manual","Black","Hardtop","Race Car Help"
"C_CND_000183","Nissan","Altima","Double Overhead Camshaft","Auto","Pale White","Hatchback","U-Haul CO"
"C_CND_000184","Toyota","Celica","Overhead Camshaft","Manual","Pale White","SUV","Progressive Shippers Cooperative Association No"
"C_CND_000185","Saturn","LS","Double Overhead Camshaft","Auto","Pale White","Sedan","Rabun Used Car Sales"
"C_CND_000186","Mitsubishi","Diamante","Overhead Camshaft","Manual","Pale White","Hatchback","Gartner Buick Hyundai Saab"
"C_CND_000187","Lexus","GS400","Double Overhead Camshaft","Auto","Pale White","Hatchback","Hatfield Volkswagen"
"C_CND_000188","Porsche","Carrera Cabrio","Double Overhead Camshaft","Auto","Pale White","Passenger","Iceberg Rentals"
"C_CND_000189","Dodge","Ram Van","Double Overhead Camshaft","Auto","Pale White","Hatchback","McKinney Dodge Chrysler Jeep"
"C_CND_000190","Oldsmobile","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","Tri-State Mack Inc"
"C_CND_000191","Audi","A6","Overhead Camshaft","Manual","Black","SUV","U-Haul CO"
"C_CND_000192","Oldsmobile","Cutlass","Double Overhead Camshaft","Auto","Pale White","Sedan","Progressive Shippers Cooperative Association No"
"C_CND_000193","Mercedes-B","S-Class","Double Overhead Camshaft","Auto","Black","SUV","Rabun Used Car Sales"
"C_CND_000194","Mitsubishi","3000GT","Double Overhead Camshaft","Auto","Black","Sedan","Buddy Storbeck's Diesel Service Inc"
"C_CND_000195","BMW","528i","Double Overhead Camshaft","Auto","Black","SUV","C & M Motors Inc"
"C_CND_000196","Chevrolet","Malibu","Overhead Camshaft","Manual","Pale White","Hatchback","Capitol KIA"
"C_CND_000197","Chrysler","300M","Double Overhead Camshaft","Auto","Pale White","SUV","Chrysler of Tri-Cities"
"C_CND_000198","Ford","Mustang","Overhead Camshaft","Manual","Black","Hatchback","Ryder Truck Rental and Leasing"
"C_CND_000199","Dodge","Viper","Double Overhead Camshaft","Auto","Pale White","SUV","Saab-Belle Dodge"
"C_CND_000200","Jaguar","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","Scrivener Performance Engineering"
"C_CND_000201","Mercedes-B","SLK","Overhead Camshaft","Manual","Black","Passenger","Star Enterprises Inc"
"C_CND_000202","Mercedes-B","E-Class","Double Overhead Camshaft","Auto","Pale White","Sedan","Race Car Help"
"C_CND_000203","Pontiac","Grand Am","Double Overhead Camshaft","Auto","Pale White","SUV","Ryder Truck Rental and Leasing"
"C_CND_000204","Saturn","LW","Overhead Camshaft","Manual","Pale White","Hatchback","Saab-Belle Dodge"
"C_CND_000205","Saturn","SC","Double Overhead Camshaft","Auto","Black","Hardtop","Ryder Truck Rental and Leasing"
"C_CND_000206","Mercury","Sable","Overhead Camshaft","Manual","Pale White","Sedan","Motor Vehicle Branch Office"
"C_CND_000207","Toyota","Land Cruiser","Double Overhead Camshaft","Auto","Black","SUV","Nebo Chevrolet"
"C_CND_000208","Nissan","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","Race Car Help"
"C_CND_000209","Oldsmobile","Bravada","Double Overhead Camshaft","Auto","Pale White","Hatchback","Ryder Truck Rental and Leasing"
"C_CND_000210","Volkswagen","Passat","Overhead Camshaft","Manual","Pale White","Hatchback","Chrysler Plymouth"
"C_CND_000211","Volkswagen","Passat","Double Overhead Camshaft","Auto","Pale White","Hatchback","Classic Chevy"
"C_CND_000212","Nissan","Xterra","Double Overhead Camshaft","Auto","Black","Passenger","Suburban Ford"
"C_CND_000213","Ford","Mustang","Double Overhead Camshaft","Auto","Pale White","Hatchback","Tri-State Mack Inc"
"C_CND_000214","Volkswagen","Passat","Double Overhead Camshaft","Auto","Pale White","Hatchback","Star Enterprises Inc"
"C_CND_000215","Volvo","S40","Double Overhead Camshaft","Auto","Pale White","Sedan","Suburban Ford"
"C_CND_000216","Mercury","Villager","Overhead Camshaft","Manual","Pale White","Passenger","New Castle Ford Lincoln Mercury"
"C_CND_000217","Nissan","Frontier","Double Overhead Camshaft","Auto","Pale White","Hatchback","Pars Auto Sales"
"C_CND_000218","Acura","RL","Overhead Camshaft","Manual","Pale White","SUV","Pitre Buick-Pontiac-Gmc of Scottsdale"
"C_CND_000219","Mitsubishi","Montero Sport","Overhead Camshaft","Manual","Pale White","SUV","Progressive Shippers Cooperative Association No"
"C_CND_000220","BMW","528i","Overhead Camshaft","Manual","Black","SUV","Rabun Used Car Sales"
"C_CND_000221","BMW","528i","Double Overhead Camshaft","Auto","Pale White","SUV","Saab-Belle Dodge"
"C_CND_000222","Ford","Crown Victoria","Double Overhead Camshaft","Auto","Black","Passenger","Scrivener Performance Engineering"
"C_CND_000223","Nissan","Frontier","Overhead Camshaft","Manual","Pale White","Hatchback","Star Enterprises Inc"
"C_CND_000224","Honda","Accord","Double Overhead Camshaft","Auto","Pale White","Sedan","Suburban Ford"
"C_CND_000225","Toyota","Camry","Overhead Camshaft","Manual","Black","Hatchback","Tri-State Mack Inc"
"C_CND_000226","Cadillac","Eldorado","Double Overhead Camshaft","Auto","Pale White","Passenger","Clay Johnson Auto Sales"
"C_CND_000227","Lexus","ES300","Double Overhead Camshaft","Auto","Pale White","Hatchback","Diehl Motor CO Inc"
"C_CND_000228","Volvo","S40","Overhead Camshaft","Manual","Black","Sedan","Enterprise Rent A Car"
"C_CND_000229","Lincoln","Navigator","Double Overhead Camshaft","Auto","Black","Sedan","Gartner Buick Hyundai Saab"
"C_CND_000230","Nissan","Frontier","Double Overhead Camshaft","Auto","Pale White","Hatchback","Hatfield Volkswagen"
"C_CND_000231","Chevrolet","Prizm","Double Overhead Camshaft","Auto","Pale White","Hardtop","Chrysler Plymouth"
"C_CND_000232","Toyota","Tacoma","Overhead Camshaft","Manual","Pale White","Hardtop","Diehl Motor CO Inc"
"C_CND_000233","Nissan","Sentra","Double Overhead Camshaft","Auto","Black","Passenger","Rabun Used Car Sales"
"C_CND_000234","Ford","Crown Victoria","Double Overhead Camshaft","Auto","Pale White","Passenger","Race Car Help"
"C_CND_000235","Pontiac","Bonneville","Double Overhead Camshaft","Auto","Pale White","Hatchback","Ryder Truck Rental and Leasing"
"C_CND_000236","Mercedes-B","CL500","Overhead Camshaft","Manual","Black","SUV","Tri-State Mack Inc"
"C_CND_000237","Dodge","Viper","Double Overhead Camshaft","Auto","Pale White","SUV","U-Haul CO"
"C_CND_000238","Mitsubishi","Galant","Double Overhead Camshaft","Auto","Pale White","Passenger","Buddy Storbeck's Diesel Service Inc"
"C_CND_000239","Pontiac","Bonneville","Double Overhead Camshaft","Auto","Pale White","Hatchback","C & M Motors Inc"
"C_CND_000240","Toyota","Tacoma","Double Overhead Camshaft","Auto","Pale White","Hardtop","Star Enterprises Inc"
"C_CND_000241","Cadillac","Escalade","Double Overhead Camshaft","Auto","Black","Sedan","Race Car Help"
"C_CND_000242","Oldsmobile","Silhouette","Double Overhead Camshaft","Auto","Black","Sedan","Ryder Truck Rental and Leasing"
"C_CND_000243","Chevrolet","Prizm","Double Overhead Camshaft","Auto","Pale White","Hardtop","Suburban Ford"
